Date,Open,High,Low,Close,Adj Close,Volume,ups and down
10/16/2015,96.18,97.589996,95.349998,97.540001,97.540001,25412900,1.580002
10/19/2015,97.18,98.57,96.919998,98.470001,98.470001,23729900,0.93
10/20/2015,98.730003,99.589996,96.559998,97,97,30700500,-1.470001
10/21/2015,97.370003,98.18,96.470001,97.110001,97.110001,21917800,0.110001
10/22/2015,97.790001,99.730003,97.550003,99.669998,99.669998,26392100,2.559997
10/23/2015,101.910004,102.849998,100.160004,102.190002,102.190002,42809700,2.520004
10/26/2015,102.199997,103.809998,101.550003,103.769997,103.769997,25961200,1.579995
10/27/2015,102.940002,104.099998,102.400002,103.699997,103.699997,23795500,-0.07
10/28/2015,103.900002,104.480003,102.919998,104.199997,104.199997,24081500,0.5
10/29/2015,103.959999,105.120003,103.519997,104.879997,104.879997,20316700,0.68
10/30/2015,104.510002,104.720001,101.650002,101.970001,101.970001,33487100,-2.909996
11/2/2015,101.720001,103.470001,101.18,103.309998,103.309998,24003900,1.339997
11/3/2015,103.220001,103.650002,102.400002,102.580002,102.580002,21242300,-0.729996
11/4/2015,103.190002,104.139999,102.480003,103.940002,103.940002,43469300,1.36
11/5/2015,108.800003,110.650002,107.949997,108.760002,108.760002,63232900,4.82
11/6/2015,108.040001,108.739998,105.910004,107.099998,107.099998,35084300,-1.660004
11/9/2015,107,108.25,105.860001,106.489998,106.489998,26383500,-0.61
11/10/2015,105.959999,108.150002,105.239998,107.910004,107.910004,25031700,1.420006
11/11/2015,108.269997,109.870003,107.110001,109.010002,109.010002,25057100,1.099998
11/12/2015,108.480003,109.389999,108,108.019997,108.019997,20924700,-0.990005
11/13/2015,107.709999,108.25,103.830002,103.949997,103.949997,30278400,-4.07
11/16/2015,103.32,104.169998,100.470001,104.040001,104.040001,49309200,0.090004
11/17/2015,104.620003,106.199997,104.139999,105.129997,105.129997,26807200,1.089996
11/18/2015,105.800003,107.879997,105.389999,107.769997,107.769997,23836500,2.64
11/19/2015,107.360001,107.730003,105.949997,106.260002,106.260002,25520600,-1.509995
11/20/2015,106.839996,107.870003,106.620003,107.32,107.32,22129600,1.059998
11/23/2015,107.190002,107.470001,106.080002,106.949997,106.949997,19897200,-0.370003
11/24/2015,106,106.489998,104.389999,105.739998,105.739998,23577300,-1.209999
11/25/2015,106.330002,106.599998,105.099998,105.410004,105.410004,15150800,-0.329994
11/27/2015,105.779999,105.959999,104.860001,105.449997,105.449997,5913100,0.039993
11/30/2015,105.839996,106.099998,103.75,104.239998,104.239998,20383200,-1.209999
12/1/2015,104.830002,107.150002,104.5,107.120003,107.120003,22781900,2.880005
12/2/2015,107,107.919998,105.790001,106.07,106.07,24429100,-1.050003
12/3/2015,106.269997,106.849998,103.349998,104.379997,104.379997,23236500,-1.690003
12/4/2015,104.809998,107.730003,104.110001,106.18,106.18,21224700,1.800003
12/7/2015,106.480003,106.830002,104.660004,105.610001,105.610001,15474900,-0.569999
12/8/2015,104,106.910004,103.949997,106.489998,106.489998,20401800,0.879997
12/9/2015,106.18,106.440002,103.550003,104.599998,104.599998,23517300,-1.89
12/10/2015,105.050003,106.400002,104.410004,105.419998,105.419998,17414500,0.82
12/11/2015,104.150002,104.339996,101.910004,102.120003,102.120003,26427700,-3.299995
12/14/2015,102.290001,104.739998,101.459999,104.660004,104.660004,24648100,2.540001
12/15/2015,105.300003,105.800003,104.279999,104.550003,104.550003,21764300,-0.110001
12/16/2015,105.370003,107.089996,104.190002,106.790001,106.790001,22680500,2.239998
12/17/2015,107.489998,107.75,106.129997,106.220001,106.220001,21675700,-0.57
12/18/2015,106.080002,106.589996,103.970001,104.040001,104.040001,35994200,-2.18
12/21/2015,104.910004,105.150002,103.599998,104.769997,104.769997,16138800,0.729996
12/22/2015,105.220001,105.660004,104.809998,105.510002,105.510002,14597100,0.740005
12/23/2015,105.889999,106.110001,103.860001,104.629997,104.629997,19599700,-0.880005
12/24/2015,104.739998,105.32,104.5,105.019997,105.019997,6501800,0.39
12/28/2015,105.019997,105.980003,104.529999,105.93,105.93,13069700,0.910003
12/29/2015,106.419998,107.739998,106.25,107.260002,107.260002,17179900,1.330002
12/30/2015,107,107.25,106.059998,106.220001,106.220001,13115000,-1.040001
12/31/2015,106,106.169998,104.620003,104.660004,104.660004,18298700,-1.559997
1/4/2016,101.949997,102.239998,99.75,102.220001,102.220001,37912400,-2.440003
1/5/2016,102.889999,103.709999,101.669998,102.730003,102.730003,23258200,0.510002
1/6/2016,101.129997,103.769997,100.900002,102.970001,102.970001,25096200,0.239998
1/7/2016,100.5,101.43,97.300003,97.919998,97.919998,45172900,-5.050003
1/8/2016,99.879997,100.5,97.029999,97.330002,97.330002,35402300,-0.589996
1/11/2016,97.910004,98.599998,95.389999,97.510002,97.510002,29932400,0.18
1/12/2016,99,99.959999,97.550003,99.370003,99.370003,28395400,1.860001
1/13/2016,100.580002,100.580002,95.209999,95.440002,95.440002,33410600,-3.930001
1/14/2016,95.849998,98.870003,92.449997,98.370003,98.370003,48658600,2.930001
1/15/2016,93.980003,96.379997,93.540001,94.970001,94.970001,45935600,-3.400002
1/19/2016,96.529999,97.419998,93.919998,95.260002,95.260002,30998300,0.290001
1/20/2016,92.830002,95,89.370003,94.349998,94.349998,59051400,-0.910004
1/21/2016,94.910004,95.989998,92.620003,94.160004,94.160004,30518900,-0.189994
1/22/2016,96.410004,98.07,95.489998,97.940002,97.940002,30495400,3.779998
1/25/2016,98.720001,99.480003,96.93,97.010002,97.010002,32482000,-0.93
1/26/2016,97.760002,97.879997,95.660004,97.339996,97.339996,26877100,0.329994
1/27/2016,97.790001,97.849998,94.230003,94.449997,94.449997,58699400,-2.889999
1/28/2016,107.199997,110.339996,104.809998,109.110001,109.110001,107475300,14.660004
1/29/2016,108.989998,112.839996,108.839996,112.209999,112.209999,62739500,3.099998
2/1/2016,112.269997,115.720001,112.010002,115.089996,115.089996,46132700,2.879997
2/2/2016,114.800003,117.589996,113.199997,114.610001,114.610001,59778600,-0.479995
2/3/2016,115.269997,115.339996,109.75,112.690002,112.690002,56919300,-1.919999
2/4/2016,111.800003,111.940002,109.25,110.489998,110.489998,38890200,-2.200004
2/5/2016,109.510002,109.580002,103.18,104.07,104.07,76894700,-6.419998
2/8/2016,100.410004,102.68,97.459999,99.75,99.75,71229700,-4.32
2/9/2016,97.139999,102.400002,96.82,99.540001,99.540001,62709000,-0.209999
2/10/2016,101.550003,103.25,100.239998,101,101,45179400,1.459999
2/11/2016,99.599998,105.110001,98.879997,101.910004,101.910004,43670600,0.910004
2/12/2016,103.739998,104.239998,101.089996,102.010002,102.010002,36176800,0.099998
2/16/2016,103.800003,103.93,100.239998,101.610001,101.610001,45687200,-0.400001
2/17/2016,102.019997,105.720001,100.400002,105.199997,105.199997,44073400,3.589996
2/18/2016,105.800003,106,103.029999,103.470001,103.470001,29593500,-1.729996
2/19/2016,102.550003,105.019997,102.059998,104.57,104.57,32404500,1.099999
2/22/2016,105.489998,108.25,105.339996,107.160004,107.160004,35709700,2.590004
2/23/2016,106.849998,107.470001,105.120003,105.459999,105.459999,25319300,-1.700005
2/24/2016,104.209999,106.949997,102.739998,106.879997,106.879997,34412400,1.419998
2/25/2016,107.110001,108.07,105.610001,108.07,108.07,29906300,1.190003
2/26/2016,108.699997,109.449997,107.160004,107.919998,107.919998,26686200,-0.150002
2/29/2016,107.599998,108.910004,106.75,106.919998,106.919998,32779000,-1
3/1/2016,107.830002,109.82,107.599998,109.82,109.82,26817300,2.900002
3/2/2016,109.68,110.550003,108.769997,109.949997,109.949997,25670200,0.129997
3/3/2016,110.25,110.300003,108.540001,109.580002,109.580002,21353100,-0.369995
3/4/2016,110.050003,110.050003,107.93,108.389999,108.389999,24938900,-1.190003
3/7/2016,108.07,108.07,104.720001,105.730003,105.730003,31436400,-2.659996
3/8/2016,104.779999,107.370003,104.400002,105.93,105.93,25617000,0.199997
3/9/2016,106.699997,107.510002,105.489998,107.510002,107.510002,20493300,1.580002
3/10/2016,107.910004,108.660004,105.769997,107.32,107.32,24854300,-0.190002
3/11/2016,108.480003,109.419998,107.919998,109.410004,109.410004,20697600,2.090004
3/14/2016,109.279999,110.330002,108.769997,109.889999,109.889999,17249400,0.479995
3/15/2016,109.110001,110.830002,108.839996,110.669998,110.669998,17618500,0.779999
3/16/2016,110.489998,112.5,110.099998,112.18,112.18,24744800,1.510002
3/17/2016,112.150002,112.690002,110.730003,111.019997,111.019997,24241200,-1.160003
3/18/2016,111.559998,112.419998,110.269997,111.449997,111.449997,36256900,0.43
3/21/2016,111.660004,112.370003,111.029999,111.849998,111.849998,18448000,0.400001
3/22/2016,111.360001,112.879997,111.169998,112.25,112.25,19001100,0.400002
3/23/2016,112.010002,113.190002,112,112.540001,112.540001,18562000,0.290001
3/24/2016,112.129997,113.089996,111.68,113.050003,113.050003,17839100,0.510002
3/28/2016,113.32,114.589996,112.949997,113.690002,113.690002,21351800,0.639999
3/29/2016,113.830002,116.32,113.639999,116.139999,116.139999,29825300,2.449997
3/30/2016,116.730003,116.989998,114.360001,114.699997,114.699997,33235200,-1.440002
3/31/2016,114.699997,115.010002,113.769997,114.099998,114.099998,21207500,-0.599999
4/1/2016,113.75,116.169998,113.349998,116.059998,116.059998,24760500,1.96
4/4/2016,114.07,114.550003,111.610001,112.550003,112.550003,48487900,-3.509995
4/5/2016,112.110001,113.32,111.900002,112.220001,112.220001,22962400,-0.330002
4/6/2016,112.470001,113.809998,112.419998,113.709999,113.709999,20814600,1.489998
4/7/2016,113.790001,114.889999,113.07,113.639999,113.639999,20714500,-0.07
4/8/2016,114.25,114.330002,109.900002,110.629997,110.629997,48497800,-3.010002
4/11/2016,110.699997,110.910004,108.769997,108.989998,108.989998,39762300,-1.639999
4/12/2016,109.339996,111.160004,108.989998,110.610001,110.610001,26248100,1.620003
