Date,Open,High,Low,Close,Adj Close,Volume,ups and down
2/4/2016,95.860001,97.330002,95.190002,96.599998,91.73011,46471700,0.25
2/5/2016,96.519997,96.919998,93.690002,94.019997,89.28019,46418100,-2.580001
2/8/2016,93.129997,95.699997,93.040001,95.010002,90.220276,54021400,0.990005
2/9/2016,94.290001,95.940002,93.93,94.989998,90.201294,44331200,-0.020004
2/10/2016,95.919998,96.349998,94.099998,94.269997,89.517586,42343600,-0.720001
2/11/2016,93.790001,94.720001,92.589996,93.699997,88.976318,50074700,-0.57
2/12/2016,94.190002,94.5,93.010002,93.989998,89.251686,40351400,0.290001
2/16/2016,95.019997,96.849998,94.610001,96.639999,91.768089,49057900,2.650001
2/17/2016,96.669998,98.209999,96.150002,98.120003,93.173508,44863200,1.480004
2/18/2016,98.839996,98.889999,96.089996,96.260002,91.407272,39021000,-1.860001
2/19/2016,96,96.760002,95.800003,96.040001,91.198341,35374200,-0.220001
2/22/2016,96.309998,96.900002,95.919998,96.879997,91.995995,34280800,0.839996
2/23/2016,96.400002,96.5,94.550003,94.690002,89.91642,31942600,-2.189995
2/24/2016,93.980003,96.379997,93.32,96.099998,91.255333,36255700,1.409996
2/25/2016,96.050003,96.760002,95.25,96.760002,91.882057,27582700,0.660004
2/26/2016,97.199997,98.019997,96.580002,96.910004,92.02449,28991100,0.150002
2/29/2016,96.860001,98.230003,96.650002,96.690002,91.815598,35216300,-0.220002
3/1/2016,97.650002,100.769997,97.419998,100.529999,95.461998,50407100,3.839997
3/2/2016,100.510002,100.889999,99.639999,100.75,95.670914,33169600,0.220001
3/3/2016,100.580002,101.709999,100.449997,101.5,96.383095,36955700,0.75
3/4/2016,102.370003,103.75,101.370003,103.010002,97.816986,46055100,1.510002
3/7/2016,102.389999,102.830002,100.959999,101.870003,96.734444,35828900,-1.139999
3/8/2016,100.779999,101.760002,100.400002,101.029999,95.936798,31561900,-0.840004
3/9/2016,101.309998,101.580002,100.269997,101.120003,96.022263,27201700,0.090004
3/10/2016,101.410004,102.239998,100.150002,101.169998,96.069733,33513600,0.049995
3/11/2016,102.239998,102.279999,101.5,102.260002,97.104797,27408200,1.090004
3/14/2016,101.910004,102.910004,101.779999,102.519997,97.351677,25076100,0.259995
3/15/2016,103.959999,105.18,103.849998,104.580002,99.307831,40067700,2.060005
3/16/2016,104.610001,106.309998,104.589996,105.970001,100.627762,38303500,1.389999
3/17/2016,105.519997,106.470001,104.959999,105.800003,100.466324,34420700,-0.169998
3/18/2016,106.339996,106.5,105.190002,105.919998,100.580276,44205200,0.119995
3/21/2016,105.93,107.650002,105.139999,105.910004,100.570778,35502700,-0.009994
