4/27/2015,0.0,0.0,1.0
5/07/2015,0.3333333333333333,0.3333333333333333,0.3333333333333333
8/05/2015,0.0,0.14285714285714285,0.8571428571428571
8/06/2015,0.0,0.2,0.8
8/07/2015,0.0,0.5,0.5
8/08/2015,0.0,1.0,0.0
8/10/2015,0.0,0.0,1.0
8/11/2015,0.0,0.2,0.8
8/13/2015,0.0,0.16666666666666666,0.8333333333333334
8/14/2015,0.0,0.0,1.0
5/08/2015,0.0,0.0,1.0
8/15/2015,0.0,0.0,1.0
8/16/2015,0.0,0.0,1.0
8/17/2015,0.0,0.0,1.0
8/18/2015,0.0,0.0,1.0
8/19/2015,0.3333333333333333,0.0,0.6666666666666666
8/20/2015,0.25,0.0,0.75
8/21/2015,0.0,0.75,0.25
8/22/2015,0.0,0.0,1.0
8/23/2015,0.3333333333333333,0.0,0.6666666666666666
8/24/2015,0.5,0.0,0.5
5/09/2015,0.0,0.0,1.0
8/25/2015,0.0,0.0,1.0
8/26/2015,0.4,0.0,0.6
8/27/2015,0.0,0.0,1.0
8/28/2015,0.2,0.0,0.8
8/29/2015,0.0,0.0,1.0
8/30/2015,0.14285714285714285,0.42857142857142855,0.42857142857142855
8/31/2015,0.0,0.0,1.0
9/01/2015,0.125,0.125,0.75
9/02/2015,0.0,0.0,1.0
9/03/2015,0.0,0.0,1.0
5/10/2015,0.0,0.0,1.0
9/04/2015,0.0,0.0,1.0
9/05/2015,0.14285714285714285,0.14285714285714285,0.7142857142857143
9/06/2015,0.0,0.0,1.0
9/07/2015,0.0,0.0,1.0
9/08/2015,0.0,0.16666666666666666,0.8333333333333334
9/09/2015,0.0,0.0,1.0
9/10/2015,0.0,0.0,1.0
9/11/2015,0.0,0.0,1.0
9/12/2015,0.125,0.25,0.625
9/13/2015,0.0,0.0,1.0
5/11/2015,0.0,0.42857142857142855,0.5714285714285714
9/14/2015,0.0,0.5,0.5
9/15/2015,0.0,0.0,1.0
9/16/2015,0.5,0.0,0.5
9/17/2015,0.0,0.0,1.0
